ID;REGIAO;MUNICIPIO/BAIRRO;OPM ;RISP;AISP
54;Capital;Cidade Nova;37ª CIPM - Liberdade;BTS;02 - Liberdade
55;Capital;Comércio;16ª CIPM - Comércio;BTS;03 - Bonfim
56;Capital;Cosme de Farias;58ª CIPM - Cosme de Farias;Atlântico;06 - Brotas
57;Capital;Costa Azul;39ª CIPM - Boca do Rio;Atlântico;09 - Boca do Rio
58;Capital;Coutos;18ª CIPM - Periperi;BTS;05 - Periperi
59;Capital;Curuzu;37ª CIPM - Liberdade;BTS;02 - Liberdade
60;Capital;Dom Avelar;47ª CIPM - Pau da Lima;Central;10 - Pau da Lima
61;Capital;Doron;23ª CIPM - Tancredo Neves;Central;11 - Tancredo Neves
62;Capital;Engenho Velho da Federação;41ª CIPM - Federação;Atlântico;07 - Rio Vermelho
63;Capital;Engenho Velho de Brotas;26ª CIPM - Brotas;Atlântico;06 - Brotas
64;Capital;Engomadeira;23ª CIPM - Tancredo Neves;Central;11 - Tancredo Neves
65;Capital;Fazenda Coutos;19ª CIPM - Paripe;BTS;05 - Periperi
66;Capital;Fazenda Grande do Retiro;9ª CIPM - Pirajá;BTS;04 - São Caetano
67;Capital;Fazenda Grande I;3ª CIPM - Cajazeiras;Central;13 - Cajazeiras
68;Capital;Fazenda Grande II;3ª CIPM - Cajazeiras;Central;13 - Cajazeiras
69;Capital;Fazenda Grande III;3ª CIPM - Cajazeiras;Central;13 - Cajazeiras
70;Capital;Fazenda Grande IV;3ª CIPM - Cajazeiras;Central;13 - Cajazeiras
71;Capital;Federação;41ª CIPM - Federação;Atlântico;07 - Rio Vermelho
72;Capital;Garcia;18º BPM - Centro Histórico;BTS;01 - Barris
73;Capital;Graça;11ª CIPM - Barra;Atlântico;14 - Barra
74;Capital;Granjas Rurais Presidente Vargas;48ª CIPM - Sussuarana;Central;11 - Tancredo Neves
75;Capital;IAPI;37ª CIPM - Liberdade;BTS;02 - Liberdade
77;Capital;Ilha de Maré;19ª CIPM - Paripe;BTS;05 - Periperi
79;Capital;Imbuí;39ª CIPM - Boca do Rio;Atlântico;09 - Boca do Rio
80;Capital;Itacaranha;14ª CIPM - Lobato;BTS;05 - Periperi
81;Capital;Itaigara;35ª CIPM - Iguatemi;Atlântico;16 - Pituba
82;Capital;Itapuã;15ª CIPM - Itapuã;Atlântico;12 - Itapuã
84;Capital;Jaguaripe I;3ª CIPM - Cajazeiras;Central;13 - Cajazeiras
85;Capital;Jardim Armação;39ª CIPM - Boca do Rio;Atlântico;09 - Boca do Rio
86;Capital;Jardim Cajazeiras;47ª CIPM - Pau da Lima;Central;10 - Pau da Lima
87;Capital;Jardim das Margaridas;49ª CIPM - São Cristóvão;Atlântico;12 - Itapuã
88;Capital;Jardim Nova Esperança;50ª CIPM - Sete de Abril;Central;10 - Pau da Lima
89;Capital;Jardim Santo Inácio;48ª CIPM - Sussuarana;Central;11 - Tancredo Neves
90;Capital;Lapinha;37ª CIPM - Liberdade;BTS;02 - Liberdade
91;Capital;Liberdade;37ª CIPM - Liberdade;BTS;02 - Liberdade
92;Capital;Lobato;14ª CIPM - Lobato;BTS;05 - Periperi
93;Capital;Luiz Anselmo;58ª CIPM - Cosme de Farias;Atlântico;06 - Brotas
94;Capital;Macaúbas;2ª CIPM - Barbalho;BTS;01 - Barris
95;Capital;Mangueira;17ª CIPM - Uruguai;BTS;03 - Bonfim
96;Capital;Marechal Rondon;9ª CIPM - Pirajá;BTS;04 - São Caetano
97;Capital;Mares;16ª CIPM - Comércio;BTS;03 - Bonfim
98;Capital;Massaranduba;17ª CIPM - Uruguai;BTS;03 - Bonfim
99;Capital;Mata Escura;48ª CIPM - Sussuarana;Central;11 - Tancredo Neves
100;Capital;Matatu;58ª CIPM - Cosme de Farias;Atlântico;06 - Brotas
101;Capital;Monte Serrat;17ª CIPM - Uruguai;BTS;03 - Bonfim
102;Capital;Moradas da Lagoa;31ª CIPM - Valéria;BTS;08 - CIA
103;Capital;Mussurunga;49ª CIPM - São Cristóvão;Atlântico;12 - Itapuã
104;Capital;Narandiba;23ª CIPM - Tancredo Neves;Central;11 - Tancredo Neves
105;Capital;Nazaré;2ª CIPM - Barbalho;BTS;01 - Barris
106;Capital;Nordeste de Amaralina;40ª CIPM - Nordeste de Amaralina;Atlântico;15 - Nordeste de Amaralina
107;Capital;Nova Brasília;50ª CIPM - Sete de Abril;Central;10 - Pau da Lima
108;Capital;Nova Constituinte;18ª CIPM - Periperi;BTS;05 - Periperi
109;Capital;Nova Esperança;49ª CIPM - São Cristóvão;Atlântico;12 - Itapuã
110;Capital;Nova Sussuarana;48ª CIPM - Sussuarana;Central;11 - Tancredo Neves
111;Capital;Novo Horizonte;48ª CIPM - Sussuarana;Central;11 - Tancredo Neves
112;Capital;Novo Marotinho;50ª CIPM - Sete de Abril;Central;10 - Pau da Lima
113;Capital;Ondina;12ª CIPM - Rio Vermelho;Atlântico;07 - Rio Vermelho
114;Capital;Palestina;31ª CIPM - Valéria;BTS;08 - CIA
115;Capital;Paripe;19ª CIPM - Paripe;BTS;05 - Periperi
116;Capital;Patamares;15ª CIPM - Itapuã;Atlântico;12 - Itapuã
117;Capital;Pau da Lima;47ª CIPM - Pau da Lima;Central;10 - Pau da Lima
118;Capital;Pau Miúdo;37ª CIPM - Liberdade;BTS;02 - Liberdade
119;Capital;Periperi;18ª CIPM - Periperi;BTS;05 - Periperi
120;Capital;Pernambués;1ª CIPM - Pernambués;Central;11 - Tancredo Neves
121;Capital;Pero Vaz;37ª CIPM - Liberdade;BTS;02 - Liberdade
122;Capital;Piatã;15ª CIPM - Itapuã;Atlântico;12 - Itapuã
123;Capital;Pirajá;9ª CIPM - Pirajá;BTS;04 - São Caetano
124;Capital;Pituaçu;39ª CIPM - Boca do Rio;Atlântico;09 - Boca do Rio
125;Capital;Pituba;13ª CIPM - Pituba;Atlântico;16 - Pituba
126;Capital;Plataforma;14ª CIPM - Lobato;BTS;05 - Periperi
127;Capital;Porto Seco Pirajá;47ª CIPM - Pau da Lima;Central;10 - Pau da Lima
128;Capital;Praia Grande;18ª CIPM - Periperi;BTS;05 - Periperi
129;Capital;Resgate;23ª CIPM - Tancredo Neves;Central;11 - Tancredo Neves
130;Capital;Retiro;9ª CIPM - Pirajá;BTS;04 - São Caetano
131;Capital;Ribeira;17ª CIPM - Uruguai;BTS;03 - Bonfim
132;Capital;Rio Sena;18ª CIPM - Periperi;BTS;05 - Periperi
133;Capital;Rio Vermelho;12ª CIPM - Rio Vermelho;Atlântico;07 - Rio Vermelho
134;Capital;Roma;17ª CIPM - Uruguai;BTS;03 - Bonfim
135;Capital;Saboeiro;23ª CIPM - Tancredo Neves;Central;11 - Tancredo Neves
136;Capital;Santa Cruz;40ª CIPM - Nordeste de Amaralina;Atlântico;15 - Nordeste de Amaralina
137;Capital;Santa Luzia;16ª CIPM - Comércio;BTS;03 - Bonfim
138;Capital;Santa Mônica;37ª CIPM - Liberdade;BTS;02 - Liberdade
139;Capital;Santo Agostinho;58ª CIPM - Cosme de Farias;Atlântico;06 - Brotas
140;Capital;Santo Antônio;18º BPM - Centro Histórico;BTS;01 - Barris
141;Capital;São Caetano;9ª CIPM - Pirajá;BTS;04 - São Caetano
142;Capital;São Cristóvão;49ª CIPM - São Cristóvão;Atlântico;12 - Itapuã
143;Capital;São Gonçalo;23ª CIPM - Tancredo Neves;Central;11 - Tancredo Neves
144;Capital;São João do Cabrito;14ª CIPM - Lobato;BTS;05 - Periperi
145;Capital;São Marcos;47ª CIPM - Pau da Lima;Central;10 - Pau da Lima
146;Capital;São Rafael;50ª CIPM - Sete de Abril;Central;10 - Pau da Lima
147;Capital;São Tomé;19ª CIPM - Paripe;BTS;05 - Periperi
148;Capital;Saramandaia;1ª CIPM - Pernambués;Central;11 - Tancredo Neves
149;Capital;Saúde;2ª CIPM - Barbalho;BTS;01 - Barris
150;Capital;Sete de Abril;50ª CIPM - Sete de Abril;Central;10 - Pau da Lima
151;Capital;Stella Maris;15ª CIPM - Itapuã;Atlântico;12 - Itapuã
152;Capital;STIEP;39ª CIPM - Boca do Rio;Atlântico;09 - Boca do Rio
153;Capital;Sussuarana;48ª CIPM - Sussuarana;Central;11 - Tancredo Neves
154;Capital;Tororó;2ª CIPM - Barbalho;BTS;01 - Barris
155;Capital;Trobogy;50ª CIPM - Sete de Abril;Central;10 - Pau da Lima
156;Capital;Uruguai;17ª CIPM - Uruguai;BTS;03 - Bonfim
157;Capital;Vale das Pedrinhas;40ª CIPM - Nordeste de Amaralina;Atlântico;15 - Nordeste de Amaralina
158;Capital;Vale dos Lagos;50ª CIPM - Sete de Abril;Central;10 - Pau da Lima
159;Capital;Valéria;31ª CIPM - Valéria;BTS;08 - CIA
160;Capital;Vila Canária;47ª CIPM - Pau da Lima;Central;10 - Pau da Lima
161;Capital;Vila Laura;58ª CIPM - Cosme de Farias;Atlântico;06 - Brotas
162;Capital;Vila Ruy Barbosa/Jardim Cruzeiro;17ª CIPM - Uruguai;BTS;03 - Bonfim
163;Capital;Vitória;11ª CIPM - Barra;Atlântico;14 - Barra
11058;Capital;Paralela Trecho Bairro da Paz;82ª CIPM - CAB;Central;11 - Tancredo Neves
11059;Capital;Paralela Trecho Cabula;82ª CIPM - CAB;Central;11 - Tancredo Neves
11060;Capital;Paralela Trecho Canabrava;82ª CIPM - CAB;Central;11 - Tancredo Neves
11061;Capital;Paralela Trecho Centro Administrativo da Bahia;82ª CIPM - CAB;Central;11 - Tancredo Neves
11062;Capital;Paralela Trecho Imbuí;82ª CIPM - CAB;Central;11 - Tancredo Neves
11063;Capital;Paralela Trecho Itapuã;82ª CIPM - CAB;Central;11 - Tancredo Neves
11064;Capital;Paralela Trecho Mussurunga;82ª CIPM - CAB;Central;11 - Tancredo Neves
11065;Capital;Paralela Trecho Narandiba;82ª CIPM - CAB;Central;11 - Tancredo Neves
11066;Capital;Paralela Trecho Patamares;82ª CIPM - CAB;Central;11 - Tancredo Neves
11067;Capital;Paralela Trecho Piatã;82ª CIPM - CAB;Central;11 - Tancredo Neves
11068;Capital;Paralela Trecho Pituaçu;82ª CIPM - CAB;Central;11 - Tancredo Neves
11069;Capital;Paralela Trecho Saboeiro;82ª CIPM - CAB;Central;11 - Tancredo Neves
11070;Capital;Paralela Trecho São Cristóvão;82ª CIPM - CAB;Central;11 - Tancredo Neves
11071;Capital;Paralela Trecho São Rafael;82ª CIPM - CAB;Central;11 - Tancredo Neves
11072;Capital;Paralela Trecho Trobogy;82ª CIPM - CAB;Central;11 - Tancredo Neves
11073;Capital;Paralela Trecho Vale dos Lagos;82ª CIPM - CAB;Central;11 - Tancredo Neves
30353;Capital;Dois de Julho;18º BPM - Centro Histórico;BTS;01 - Barris
30354;Capital;Ilha Amarela;14ª CIPM - Lobato;BTS;05 - Periperi
30355;Capital;Horto Florestal;26ª CIPM - Brotas;Atlântico;06 - Brotas
30356;Capital;Vista Alegre;18ª CIPM - Periperi;BTS;05 - Periperi
30357;Capital;Colinas de Periperi;18ª CIPM - Periperi;BTS;05 - Periperi
30358;Capital;Mirantes de Periperi;18ª CIPM - Periperi;BTS;05 - Periperi
30359;Capital;Chame-Chame;12ª CIPM - Rio Vermelho;Atlântico;07 - Rio Vermelho
30360;Capital;Paralela Trecho Stiep;82ª CIPM - CAB;Central;11 - Tancredo Neves
30361;Capital;Paralela Trecho Pernambués;82ª CIPM - CAB;Central;11 - Tancredo Neves
290010;Interior;Abaíra;29ª CIPM - Seabra;Chapada;Chapada Diamantina
290020;Interior;Abaré;20º BPM - Paulo Afonso;Nordeste;Itaparica
290030;Interior;Acajutiba;6ª CIPM - Rio Real;Leste;Litoral Norte Agreste Baiano
290035;Interior;Adustina;21ª CIPM - Cipó;Nordeste;Semiárido
290040;Interior;Água Fria;97ª CIPM - Irará;Leste;Portal do Sertão
290050;Interior;Érico Cardoso;4ª CIPM - Macaúbas;Meio-Oeste;Bacia do Paramirim
290060;Interior;Aiquara;55ª CIPM - Ipiaú;Sudoeste;Médio Rio de Contas
290070;Interior;Alagoinhas;4º BPM - Alagoinhas;Leste;Litoral Norte Agreste Baiano
290080;Interior;Alcobaça;88ª CIPM - Alcobaça;Extremo Sul;Extremo Sul
290090;Interior;Almadina;15º BPM - Itabuna;Sul;Litoral Sul
290100;Interior;Amargosa;99ª CIPM - Amargosa;Recôncavo;Vale do Jiquiriçá
290110;Interior;Amélia Rodrigues;97ª CIPM - Irará;Leste;Portal do Sertão
290115;Interior;América Dourada;7º BPM - Irecê;Meio-Oeste;Irecê
290120;Interior;Anagé;79ª CIPM - Poções;Sudoeste;Sudoeste Baiano
290130;Interior;Andaraí;42ª CIPM - Lençóis;Chapada;Chapada Diamantina
290135;Interior;Andorinha;6º BPM - Senhor do Bonfim;Norte;Piemonte Norte do Itapicuru
290140;Interior;Angical;84ª CIPM - Barreiras;Oeste;Bacia do Rio Grande
290150;Interior;Anguera;57ª CIPM - Santo Estevão;Leste;Portal do Sertão
290160;Interior;Antas;5º BPM - Euclides da Cunha;Nordeste;Semiárido
290170;Interior;Antônio Cardoso;57ª CIPM - Santo Estevão;Leste;Portal do Sertão
290180;Interior;Antônio Gonçalves;54ª CIPM - Campo Formoso;Norte;Piemonte Norte do Itapicuru
290190;Interior;Aporá;6ª CIPM - Rio Real;Leste;Litoral Norte Agreste Baiano
290195;Interior;Apuarema;19º BPM - Jequié;Sudoeste;Médio Rio de Contas
290200;Interior;Aracatu;79ª CIPM - Poções;Sudoeste;Sudoeste Baiano
290205;Interior;Araçás;4º BPM - Alagoinhas;Leste;Litoral Norte Agreste Baiano
290210;Interior;Araci;16º BPM - Serrinha;Nordeste;Sisal
290220;Interior;Aramari;4º BPM - Alagoinhas;Leste;Litoral Norte Agreste Baiano
290225;Interior;Arataca;62ª CIPM - Camacan;Sul;Litoral Sul
290230;Interior;Aratuípe;14º BPM - Santo Antônio de Jesus;Recôncavo;Recôncavo
290240;Interior;Aurelino Leal;61ª CIPM - Ubaitaba;Sul;Litoral Sul
290250;Interior;Baianópolis;83ª CIPM - Barreiras;Oeste;Bacia do Rio Grande
290260;Interior;Baixa Grande;98ª CIPM - Ipirá;Chapada;Bacia do Jacuípe
290265;Interior;Banzaê;5º BPM - Euclides da Cunha;Nordeste;Semiárido
290270;Interior;Barra;28ª CIPM - Ibotirama;Meio-Oeste;Velho Chico
290280;Interior;Barra Da Estiva;24º BPM - Brumado;Sudoeste;Sertão Produtivo
290290;Interior;Barra Do Choça;92ª CIPM - Vitória da Conquista;Sudoeste;Sudoeste Baiano
290300;Interior;Barra Do Mendes;7º BPM - Irecê;Meio-Oeste;Irecê
290310;Interior;Barra Do Rocha;55ª CIPM - Ipiaú;Sudoeste;Médio Rio de Contas
290320;Interior;Barreiras;83ª CIPM e 84ª CIPM - Barreiras;Oeste;Bacia do Rio Grande
290323;Interior;Barro Alto;7º BPM - Irecê;Meio-Oeste;Irecê
290327;Interior;Barrocas;16º BPM - Serrinha;Nordeste;Sisal
290330;Interior;Barro Preto;15º BPM - Itabuna;Sul;Litoral Sul
290340;Interior;Belmonte;8º BPM - Porto Seguro;Extremo Sul;Costa do Descobrimento
290350;Interior;Belo Campo;80ª CIPM - Cândido Sales;Sudoeste;Sudoeste Baiano
290360;Interior;Biritinga;16º BPM - Serrinha;Nordeste;Sisal
290370;Interior;Boa Nova;55ª CIPM - Ipiaú;Sudoeste;Médio Rio de Contas
290380;Interior;Boa Vista Do Tupim;11º BPM - Itaberaba;Chapada;Piemonte do Paraguaçu
290390;Interior;Bom Jesus Da Lapa;38ª CIPM - Bom Jesus da Lapa;Meio-Oeste;Velho Chico
290395;Interior;Bom Jesus Da Serra;79ª CIPM - Poções;Sudoeste;Sudoeste Baiano
290400;Interior;Boninal;29ª CIPM - Seabra;Chapada;Chapada Diamantina
290405;Interior;Bonito;7º BPM - Irecê;Meio-Oeste;Irecê
290410;Interior;Boquira;4ª CIPM - Macaúbas;Meio-Oeste;Bacia do Paramirim
290420;Interior;Botuporã;4ª CIPM - Macaúbas;Meio-Oeste;Bacia do Paramirim
290430;Interior;Brejões;99ª CIPM - Amargosa;Recôncavo;Vale do Jiquiriçá
290440;Interior;Brejolândia;30ª CIPM - Santa Maria da Vitória;Oeste;Bacia do Rio Corrente
290450;Interior;Brotas De Macaúbas;28ª CIPM - Ibotirama;Meio-Oeste;Velho Chico
290460;Interior;Brumado;24º BPM - Brumado;Sudoeste;Sertão Produtivo
290470;Interior;Buerarema;15º BPM - Itabuna;Sul;Litoral Sul
290475;Interior;Buritirama;86ª CIPM - Formosa do Rio Preto;Oeste;Bacia do Rio Grande
290480;Interior;Caatiba;8ª CIPM - Itapetinga;Sul;Médio Sudoeste da Bahia
290485;Interior;Cabaceiras Do Paraguaçu;27ª CIPM - Cruz das Almas;Recôncavo;Recôncavo
290490;Interior;Cachoeira;20ª CIPM - Santo Amaro;Recôncavo;Recôncavo
290500;Interior;Caculé;94ª CIPM - Caetité;Sudoeste;Sertão Produtivo
290510;Interior;Caém;24ª CIPM - Jacobina;Chapada;Piemonte da Diamantina
290515;Interior;Caetanos;79ª CIPM - Poções;Sudoeste;Sudoeste Baiano
290520;Interior;Caetité;94ª CIPM - Caetité;Sudoeste;Sertão Produtivo
290530;Interior;Cafarnaum;7º BPM - Irecê;Meio-Oeste;Irecê
290540;Interior;Cairu;33ª CIPM - Valença;Recôncavo;Baixo Sul
290550;Interior;Caldeirão Grande;6º BPM - Senhor do Bonfim;Norte;Piemonte Norte do Itapicuru
290560;Interior;Camacan;62ª CIPM - Camacan;Sul;Litoral Sul
290570;RMS;Camaçari;12º BPM - Camaçari;RMS;22 - Camaçari
290580;Interior;Camamu;33ª CIPM - Valença;Recôncavo;Baixo Sul
290590;Interior;Campo Alegre De Lourdes;25ª CIPM - Casa Nova;Norte;Sertão do São Francisco
290600;Interior;Campo Formoso;54ª CIPM - Campo Formoso;Norte;Piemonte Norte do Itapicuru
290610;Interior;Canápolis;30ª CIPM - Santa Maria da Vitória;Oeste;Bacia do Rio Corrente
290620;Interior;Canarana;7º BPM - Irecê;Meio-Oeste;Irecê
290630;Interior;Canavieiras;71ª CIPM - Canavieiras;Sul;Litoral Sul
290640;Interior;Candeal;16º BPM - Serrinha;Nordeste;Sisal
290650;RMS;Candeias;10ª CIPM - Candeias;RMS;26 - Candeias
290660;Interior;Candiba;17º BPM - Guanambi;Sudoeste;Sertão Produtivo
290670;Interior;Cândido Sales;80ª CIPM - Cândido Sales;Sudoeste;Sudoeste Baiano
290680;Interior;Cansanção;16º BPM - Serrinha;Nordeste;Sisal
290682;Interior;Canudos;45ª CIPM - Curaçá;Norte;Sertão do São Francisco
290685;Interior;Capela Do Alto Alegre;90ª CIPM - Riachão do Jacuípe;Chapada;Bacia do Jacuípe
290687;Interior;Capim Grosso;91ª CIPM - Capim Grosso;Chapada;Bacia do Jacuípe
290689;Interior;Caraíbas;79ª CIPM - Poções;Sudoeste;Sudoeste Baiano
290690;Interior;Caravelas;88ª CIPM - Alcobaça;Extremo Sul;Extremo Sul
290700;Interior;Cardeal Da Silva;56ª CIPM - Entre Rios;Leste;Litoral Norte Agreste Baiano
290710;Interior;Carinhanha;38ª CIPM - Bom Jesus da Lapa;Meio-Oeste;Velho Chico
290720;Interior;Casa Nova;25ª CIPM - Casa Nova;Norte;Sertão do São Francisco
290730;Interior;Castro Alves;27ª CIPM - Cruz das Almas;Recôncavo;Recôncavo
290740;Interior;Catolândia;83ª CIPM - Barreiras;Oeste;Bacia do Rio Grande
290750;Interior;Catu;95ª CIPM - Catu;Leste;Litoral Norte Agreste Baiano
290755;Interior;Caturama;4ª CIPM - Macaúbas;Meio-Oeste;Bacia do Paramirim
290760;Interior;Central;7º BPM - Irecê;Meio-Oeste;Irecê
290770;Interior;Chorrochó;20º BPM - Paulo Afonso;Nordeste;Itaparica
290780;Interior;Cícero Dantas;5º BPM - Euclides da Cunha;Nordeste;Semiárido
290790;Interior;Cipó;21ª CIPM - Cipó;Nordeste;Semiárido
290800;Interior;Coaraci;15º BPM - Itabuna;Sul;Litoral Sul
290810;Interior;Cocos;30ª CIPM - Santa Maria da Vitória;Oeste;Bacia do Rio Corrente
290820;Interior;Conceição Da Feira;67ª CIPM - Feira de Santana;Leste;Portal do Sertão
290830;Interior;Conceição Do Almeida;27ª CIPM - Cruz das Almas;Recôncavo;Recôncavo
290840;Interior;Conceição Do Coité;16º BPM - Serrinha;Nordeste;Sisal
290850;Interior;Conceição Do Jacuípe;97ª CIPM - Irará;Leste;Portal do Sertão
290860;Interior;Conde;51ª CIPM - Conde;Leste;Litoral Norte Agreste Baiano
290870;Interior;Condeúba;80ª CIPM - Cândido Sales;Sudoeste;Sudoeste Baiano
290880;Interior;Contendas Do Sincorá;24º BPM - Brumado;Sudoeste;Sertão Produtivo
290890;Interior;Coração De Maria;97ª CIPM - Irará;Leste;Portal do Sertão
290900;Interior;Cordeiros;80ª CIPM - Cândido Sales;Sudoeste;Sudoeste Baiano
290910;Interior;Coribe;30ª CIPM - Santa Maria da Vitória;Oeste;Bacia do Rio Corrente
290920;Interior;Coronel João Sá;20º BPM - Paulo Afonso;Nordeste;Itaparica
290930;Interior;Correntina;30ª CIPM - Santa Maria da Vitória;Oeste;Bacia do Rio Corrente
290940;Interior;Cotegipe;84ª CIPM - Barreiras;Oeste;Bacia do Rio Grande
290950;Interior;Cravolândia;19º BPM - Jequié;Sudoeste;Médio Rio de Contas
290960;Interior;Crisópolis;6ª CIPM - Rio Real;Leste;Litoral Norte Agreste Baiano
290970;Interior;Cristópolis;83ª CIPM - Barreiras;Oeste;Bacia do Rio Grande
290980;Interior;Cruz Das Almas;27ª CIPM - Cruz das Almas;Recôncavo;Recôncavo
290990;Interior;Curaçá;45ª CIPM - Curaçá;Norte;Sertão do São Francisco
291000;Interior;Dário Meira;55ª CIPM - Ipiaú;Sudoeste;Médio Rio de Contas
291005;RMS;Dias D'Ávila;36ª CIPM - Dias D'Ávila;RMS;28 - Dias D’Ávila
291010;Interior;Dom Basílio;46ª CIPM - Livramento de Nossa Senhora;Sudoeste;Sertão Produtivo
291020;Interior;Dom Macêdo Costa;14º BPM - Santo Antônio de Jesus;Recôncavo;Recôncavo
291030;Interior;Elísio Medrado;99ª CIPM - Amargosa;Recôncavo;Vale do Jiquiriçá
291040;Interior;Encruzilhada;80ª CIPM - Cândido Sales;Sudoeste;Sudoeste Baiano
291050;Interior;Entre Rios;56ª CIPM - Entre Rios;Leste;Litoral Norte Agreste Baiano
291060;Interior;Esplanada;56ª CIPM - Entre Rios;Leste;Litoral Norte Agreste Baiano
291070;Interior;Euclides Da Cunha;5º BPM - Euclides da Cunha;Nordeste;Semiárido
291072;Interior;Eunápolis;7ª CIPM - Eunápolis;Extremo Sul;Costa do Descobrimento
291075;Interior;Fátima;21ª CIPM - Cipó;Nordeste;Semiárido
291077;Interior;Feira Da Mata;38ª CIPM - Bom Jesus da Lapa;Meio-Oeste;Velho Chico
291080;Interior;Feira De Santana;64ª CIPM, 65ª CIPM, 66ª CIPM e 67ª CIPM - Feira de Santana;Leste;Portal do Sertão
291085;Interior;Filadélfia;6º BPM - Senhor do Bonfim;Norte;Piemonte Norte do Itapicuru
291090;Interior;Firmino Alves;8ª CIPM - Itapetinga;Sul;Médio Sudoeste da Bahia
291100;Interior;Floresta Azul;63ª CIPM - Ibicaraí;Sul;Litoral Sul
291110;Interior;Formosa Do Rio Preto;86ª CIPM - Formosa do Rio Preto;Oeste;Bacia do Rio Grande
291120;Interior;Gandú;60ª CIPM - Gandu;Recôncavo;Baixo Sul
291125;Interior;Gavião;91ª CIPM - Capim Grosso;Chapada;Bacia do Jacuípe
291130;Interior;Gentio Do Ouro;7º BPM - Irecê;Meio-Oeste;Irecê
291140;Interior;Glória;20º BPM - Paulo Afonso;Nordeste;Itaparica
291150;Interior;Gongogi;55ª CIPM - Ipiaú;Sudoeste;Médio Rio de Contas
291160;Interior;Governador Mangabeira;27ª CIPM - Cruz das Almas;Recôncavo;Recôncavo
291165;Interior;Guajeru;79ª CIPM - Poções;Sudoeste;Sudoeste Baiano
291170;Interior;Guanambi;17º BPM - Guanambi;Sudoeste;Sertão Produtivo
291180;Interior;Guaratinga;7ª CIPM - Eunápolis;Extremo Sul;Costa do Descobrimento
291185;Interior;Heliópolis;21ª CIPM - Cipó;Nordeste;Semiárido
291190;Interior;Iaçu;11º BPM - Itaberaba;Chapada;Piemonte do Paraguaçu
291200;Interior;Ibiassucê;94ª CIPM - Caetité;Sudoeste;Sertão Produtivo
291210;Interior;Ibicaraí;63ª CIPM - Ibicaraí;Sul;Litoral Sul
291220;Interior;Ibicoara;42ª CIPM - Lençóis;Chapada;Chapada Diamantina
291230;Interior;Ibicuí;8ª CIPM - Itapetinga;Sul;Médio Sudoeste da Bahia
291240;Interior;Ibipeba;7º BPM - Irecê;Meio-Oeste;Irecê
291250;Interior;Ibipitanga;4ª CIPM - Macaúbas;Meio-Oeste;Bacia do Paramirim
291260;Interior;Ibiquera;11º BPM - Itaberaba;Chapada;Piemonte do Paraguaçu
291270;Interior;Ibirapitanga;60ª CIPM - Gandu;Recôncavo;Baixo Sul
291280;Interior;Ibirapuã;44ª CIPM - Medeiros Neto;Extremo Sul;Extremo Sul
291290;Interior;Ibirataia;55ª CIPM - Ipiaú;Sudoeste;Médio Rio de Contas
291300;Interior;Ibitiara;29ª CIPM - Seabra;Chapada;Chapada Diamantina
291310;Interior;Ibititá;7º BPM - Irecê;Meio-Oeste;Irecê
291320;Interior;Ibotirama;28ª CIPM - Ibotirama;Meio-Oeste;Velho Chico
291330;Interior;Ichu;16º BPM - Serrinha;Nordeste;Sisal
291340;Interior;Igaporã;38ª CIPM - Bom Jesus da Lapa;Meio-Oeste;Velho Chico
291345;Interior;Igrapiúna;33ª CIPM - Valença;Recôncavo;Baixo Sul
291350;Interior;Iguaí;8ª CIPM - Itapetinga;Sul;Médio Sudoeste da Bahia
291360;Interior;Ilhéus;68ª CIPM, 69ª CIPM e 70ª CIPM - Ilhéus;Sul;Litoral Sul
291370;Interior;Inhambupe;4º BPM - Alagoinhas;Leste;Litoral Norte Agreste Baiano
291380;Interior;Ipecaetá;57ª CIPM - Santo Estevão;Leste;Portal do Sertão
291390;Interior;Ipiaú;55ª CIPM - Ipiaú;Sudoeste;Médio Rio de Contas
291400;Interior;Ipirá;98ª CIPM - Ipirá;Chapada;Bacia do Jacuípe
291410;Interior;Ipupiara;7º BPM - Irecê;Meio-Oeste;Irecê
291420;Interior;Irajuba;93ª CIPM - Maracás;Recôncavo;Vale do Jiquiriçá
291430;Interior;Iramaia;42ª CIPM - Lençóis;Chapada;Chapada Diamantina
291440;Interior;Iraquara;29ª CIPM - Seabra;Chapada;Chapada Diamantina
